Iter, Rerror, Perror
1 2.81716937098381136e-06 6.95678274687466393e-06
2 1.16023444021578347e-09 5.13249506647143070e-09
3 8.34635851211510389e-18 3.63684602657973695e-17
Iter, Rerror, Perror
1 2.00942838552699820e-07 5.02695170571131894e-07
2 3.90053530807473120e-11 1.61241993419401131e-10
3 8.38639173158998414e-18 3.61793637262900034e-17
Iter, Rerror, Perror
1 1.94489391166085126e-08 4.89138887417563814e-08
2 8.53255628691213048e-13 3.69498502025353036e-12
Iter, Rerror, Perror
1 3.57286041575304403e-09 8.75848447449069819e-09
2 3.74678776088265589e-14 1.53918393544264921e-13
Iter, Rerror, Perror
1 2.41017132624958822e-10 5.99837552422774701e-10
2 5.36078811070144095e-16 9.74708718838285418e-16
