Iter, Rerror, Perror
1 2.21591468366937634e-05 1.72090394772910014e-05
2 6.68728564029488855e-08 7.26881207688790112e-08
3 1.32072806878534538e-09 1.70537894702205284e-09
4 1.24792633871510673e-10 1.59612454080597778e-10
5 5.77587451634214129e-14 1.11503045914491137e-13
Iter, Rerror, Perror
1 1.65312737352206238e-06 1.30501988128412472e-06
2 1.69235471323062165e-09 1.84861509926888738e-09
3 3.80453869323599744e-11 4.54164109054293963e-11
4 4.41730238343688925e-15 5.67055524257361656e-15
Iter, Rerror, Perror
1 1.62324231312696727e-07 1.28707069066972805e-07
2 3.96432549422232404e-11 4.31973114674023815e-11
3 6.88876983552362686e-13 6.21891903153075549e-13
Iter, Rerror, Perror
1 2.77397082277946833e-08 2.14889651730483548e-08
2 1.57156386155173762e-12 1.72875975480324218e-12
Iter, Rerror, Perror
1 1.96123044824853563e-09 1.54419309915634875e-09
2 4.77313617642983357e-14 5.13993371668807478e-14
