Iter, Rerror, Perror
1 1.74828100542455586e-06 6.27299605803565904e-06
2 7.26004073696719010e-18 3.36597601043013905e-17
Iter, Rerror, Perror
1 1.23061539472437856e-07 4.44443541075967058e-07
2 7.44487625804695824e-18 3.46183115180852494e-17
Iter, Rerror, Perror
1 1.19277899384416541e-08 4.29582586950414109e-08
2 7.10184464517014895e-18 3.31445822963396462e-17
Iter, Rerror, Perror
1 2.19048485728818370e-09 7.94839753102962307e-09
2 7.01628525612381787e-18 3.23261703821587096e-17
Iter, Rerror, Perror
1 1.47120302883209185e-10 5.33449575000749449e-10
2 7.74043963993335433e-18 3.48659127081669787e-17
