Iter, Rerror, Perror
1 6.65904339301051281e-06 9.23587461939567651e-06
2 8.64890627601148774e-09 2.00444183070137240e-08
3 9.41325697646376210e-11 2.78302450563208632e-10
4 1.47611335057696303e-14 5.13633294962472231e-14
Iter, Rerror, Perror
1 4.83147919557694702e-07 6.77808617644580868e-07
2 2.21289530021909035e-10 5.02334702359199458e-10
3 3.74944137037617489e-12 1.13881171153073319e-11
4 7.28529410873618263e-18 3.22890584811427374e-17
Iter, Rerror, Perror
1 4.69986647942126426e-08 6.69412936071373160e-08
2 5.25318621042459818e-12 1.19634474638678538e-11
3 7.04958573875639041e-18 3.19381153209988930e-17
Iter, Rerror, Perror
1 8.43406601011988228e-09 1.12574066911998919e-08
2 2.05713233492574651e-13 4.59189894664583093e-13
Iter, Rerror, Perror
1 5.77941973011923283e-10 7.97277110628920320e-10
2 7.70400160343566305e-15 1.46777667969122770e-14
