Iter, Rerror, Perror
1 1.67079380225396146e-02 2.16479756356735720e-01
2 5.28305440091544030e-03 1.49483228199328494e-01
3 1.93986076437137746e-03 6.00832721298674641e-02
4 4.86020367481879059e-04 1.61859368402712811e-02
5 8.45541188991382061e-05 2.94605851947152926e-03
6 1.61367394164063207e-05 3.58635662501321215e-04
7 2.63747032260844057e-06 2.85931269857358699e-05
8 3.40289372959059139e-08 1.24022133883121133e-06
9 6.84170749247070901e-10 2.46963290647438970e-08
10 4.60115387163443046e-17 3.74878724879676597e-16
