Iter, Rerror, Perror
1 2.52661250578723670e-02 3.08005979865177137e-01
2 6.72237931724295554e-03 2.06029184097086704e-01
3 2.93776692343330559e-03 1.05183129038684750e-01
4 9.64432719202623981e-04 3.75261681595459237e-02
5 2.62694242447474805e-04 1.17734183492739647e-02
6 1.14550867564492298e-04 7.05191500022348330e-03
7 1.67412115448398605e-05 2.35057325306171455e-04
8 2.19739310869170649e-06 2.22445838667146969e-05
9 2.89735647384465579e-08 1.27628768649501916e-06
10 1.05460693087590932e-09 4.60945476323987636e-08
11 1.75381855433551962e-11 7.55659993974048023e-10
12 4.65313653438202327e-17 4.53738084143446647e-16
