Iter, Rerror, Perror
1 3.32670837118045626e-02 3.11168380647206311e-01
2 6.85383095579629800e-03 1.70021343286126669e-01
3 3.37801376573735896e-03 1.06929027308373156e-01
4 1.36126337208861440e-03 4.90230784004193065e-02
5 6.48625917231636243e-04 1.69246600450586489e-02
6 4.89545661002396132e-04 6.16674704940731178e-03
7 2.28002414510467464e-05 7.66058039515344897e-04
8 2.97148309152109299e-06 1.06137861001630443e-04
9 2.52718302338199911e-07 1.06301428787029128e-05
10 1.83693398071357924e-08 7.76679375328996332e-07
11 9.11370933216095111e-10 3.84239238623950800e-08
12 2.76132870138388767e-11 1.15902588120659526e-09
13 3.86224709606965886e-13 1.60867203787640439e-11
14 4.70461233288643038e-17 4.00426732863374209e-16
