Iter, Rerror, Perror
1 2.05168213365978236e-02 2.39318814990232581e-01
2 6.17566311330475324e-03 1.80402653474778019e-01
3 2.52426868906315514e-03 8.24805366916679522e-02
4 7.25390543170518348e-04 2.57031145516725505e-02
5 1.51459934246729404e-04 5.67384943963311281e-03
6 2.68683953548217439e-05 1.41554415170889601e-03
7 4.45296331521792335e-06 1.87470408713307846e-04
8 1.54426675803373133e-07 5.97896065922381360e-06
9 6.13758324873509404e-09 2.38436454055053023e-07
10 1.10885060042664667e-10 4.27810594049090143e-09
11 4.83848726657537718e-17 4.52568827905473904e-16
