Iter, Rerror, Perror
1 3.65413429544297480e-02 2.89454304113940686e-01
2 7.51862739130906930e-03 1.71632699963781499e-01
3 3.83968084519055106e-03 1.18574062772252020e-01
4 1.74891769242936060e-03 5.95550227724427408e-02
5 8.34184683131196435e-04 2.31172222793104981e-02
6 2.84215361034475091e-04 8.31378340135453635e-03
7 3.59275861189304932e-05 1.30909389965552184e-03
8 5.42630639566558880e-06 2.11239617041666624e-04
9 5.70141138686685263e-07 2.57737644325916341e-05
10 5.18305624748239413e-08 2.35308268097372814e-06
11 3.43566857602731732e-09 1.55443703364839702e-07
12 1.56328205509942407e-10 7.01891933319409187e-09
13 4.39166031590770752e-12 1.94674845669249975e-10
14 5.74058435442859560e-14 2.49990579729821042e-12
