Iter, Rerror, Perror
1 2.10888649676020307e-01 9.02203143600971313e-01
2 1.69244130991820757e-01 7.95575305027429458e-01
3 1.29350111483533092e-01 6.72666603022864074e-01
4 7.19101333983733215e-02 4.01541145596039317e-01
5 6.83285084909346779e-02 4.37846754080734368e-01
6 5.57595419153197325e-02 3.84344389057617142e-01
7 4.84190918952514052e-02 3.39680319101361483e-01
8 3.53155255776488736e-02 2.49398354449271803e-01
9 2.66158773345551262e-02 1.82766946785480194e-01
10 2.22457444602365759e-02 1.54209648877079664e-01
11 1.94448359087162417e-02 1.36682341878404306e-01
12 1.67744944790461405e-02 1.18905001404494046e-01
13 1.26583957425247320e-02 1.11589603752111868e-01
14 1.02182065618970468e-02 8.92093471928295523e-02
15 5.16808181374617346e-03 4.59308029028502804e-02
16 3.78015060656029059e-17 2.79780916149792099e-16
