Iter, Rerror, Perror
1 1.51221825332360477e-01 7.22943421297778110e-01
2 1.06204479627204043e-01 5.63365183650578860e-01
3 5.82249291691612908e-02 3.54280750024280222e-01
4 3.95863807608556190e-02 2.82742169096625362e-01
5 3.89916542545444764e-02 2.49290767568283056e-01
6 2.38249623477675143e-02 1.59782323622426142e-01
7 1.62471964797205673e-02 1.22259939659041389e-01
8 1.46553897000743123e-02 1.36304588148729089e-01
9 1.00245055160976589e-02 8.24144957065935935e-02
10 3.79953996379179325e-17 2.85293093048906164e-16
