Iter, Rerror, Perror
1 3.00312815279634923e-03 5.77065224903234534e-03
2 3.44051204297499114e-04 1.02253904802345396e-03
3 2.08307616167276540e-05 7.47152712151815307e-05
4 9.29984222949033961e-07 3.59462091367195909e-06
