Iter, Rerror, Perror
1 4.80361135272980386e-03 7.83063831960873619e-03
2 8.17438968387205903e-04 2.03080631253181858e-03
3 7.36255999382391977e-05 2.29275902048584784e-04
4 4.46100417520181719e-06 1.53638905493915392e-05
5 9.30232013124871417e-18 3.98002868986385237e-17
