Iter, Rerror, Perror
1 1.57689907107378367e-03 4.09130707665913626e-03
2 1.00546635706855330e-04 3.77898414283191241e-04
3 3.09371351351752900e-06 1.35588302988673085e-05
4 8.06705832579350615e-18 3.32824362879968604e-17
