Iter, Rerror, Perror
1 4.89314734301561923e-05 4.01034229020957807e-05
2 1.10396286956802882e-07 1.62410918649882381e-07
3 1.57480571429329525e-09 2.20592392233177071e-09
4 5.15848639092599810e-11 1.32620284562680887e-10
