Iter, Rerror, Perror
1 5.89570702145961322e-05 4.59106555385723378e-05
2 1.50278310602027321e-07 2.00792801606482482e-07
3 2.29398481381700642e-09 2.88075860804772812e-09
4 1.08791302537820590e-10 2.03993524681960503e-10
