Iter, Rerror, Perror
1 5.38067889228753237e-05 4.28677622333735613e-05
2 1.29367129068107737e-07 1.80825091558830376e-07
3 1.91286545086041800e-09 2.51330348796089932e-09
4 7.79389583316396851e-11 1.78684307655302390e-10
