1.12519531250000004e+00 1.63136587887304777e+04 6.12158749929874921e+03 2.24352462880292260e+04 -1.56249999701705042e+03 7.35474634429847063e-01
1.12539062500000009e+00 1.63159251843303246e+04 6.11932701101383918e+03 2.24352521953441646e+04 -1.56249999701694287e+03 7.35457538624452178e-01
1.12558593750000013e+00 1.63181916971192477e+04 6.11706643378737681e+03 2.24352581309066227e+04 -1.56249999701694969e+03 7.35440464759881452e-01
1.12578125000000018e+00 1.63204583255210237e+04 6.11480576949631177e+03 2.24352640950173372e+04 -1.56249999701693923e+03 7.35423412838783985e-01
1.12597656250000022e+00 1.63227250679638182e+04 6.11254502001880792e+03 2.24352700879826261e+04 -1.56249999701719798e+03 7.35406382863782904e-01
1.12617187500000027e+00 1.63249919228676154e+04 6.11028418723424420e+03 2.24352761101018586e+04 -1.56249999701740899e+03 7.35389374837476573e-01
1.12636718750000031e+00 1.63272588886518024e+04 6.10802327302321009e+03 2.24352821616750116e+04 -1.56249999701748175e+03 7.35372388762442264e-01
1.12656250000000036e+00 1.63295259637403760e+04 6.10576227926750835e+03 2.24352882430078826e+04 -1.56249999701760862e+03 7.35355424641230271e-01
1.12675781250000040e+00 1.63317931465517049e+04 6.10350120785015315e+03 2.24352943544018563e+04 -1.56249999701781007e+03 7.35338482476368904e-01
1.12695312500000044e+00 1.63340604355032829e+04 6.10124006065536923e+03 2.24353004961586521e+04 -1.56249999701800607e+03 7.35321562270359497e-01
1.12714843750000049e+00 1.63363278290063918e+04 6.09897883956859187e+03 2.24353066685749836e+04 -1.56249999701802608e+03 7.35304664025682175e-01
1.12734375000000053e+00 1.63385953254769629e+04 6.09671754647646412e+03 2.24353128719534288e+04 -1.56249999701786692e+03 7.35287787744791976e-01
1.12753906250000058e+00 1.63408629233331540e+04 6.09445618326683871e+03 2.24353191065999927e+04 -1.56249999701777278e+03 7.35270933430118512e-01
1.12773437500000062e+00 1.63431306209870199e+04 6.09219475182877795e+03 2.24353253728157979e+04 -1.56249999701779825e+03 7.35254101084070188e-01
1.12792968750000067e+00 1.63453984168435709e+04 6.08993325405254836e+03 2.24353316708961211e+04 -1.56249999701762135e+03 7.35237290709027991e-01
1.12812500000000071e+00 1.63476663093162297e+04 6.08767169182962607e+03 2.24353380011458576e+04 -1.56249999701736851e+03 7.35220502307351254e-01
1.12832031250000075e+00 1.63499342968156907e+04 6.08541006705268956e+03 2.24353443638683821e+04 -1.56249999701718161e+03 7.35203735881373110e-01
1.12851562500000080e+00 1.63522023777530085e+04 6.08314838161562602e+03 2.24353507593686336e+04 -1.56249999701723846e+03 7.35186991433404824e-01
1.12871093750000084e+00 1.63544705505299644e+04 6.08088663741352320e+03 2.24353571879434894e+04 -1.56249999701740762e+03 7.35170268965732010e-01
1.12890625000000089e+00 1.63567388135490910e+04 6.07862483634267483e+03 2.24353636498917658e+04 -1.56249999701757497e+03 7.35153568480615971e-01
1.12910156250000093e+00 1.63590071652120259e+04 6.07636298030057878e+03 2.24353701455126065e+04 -1.56249999701763545e+03 7.35136889980294916e-01
1.12929687500000098e+00 1.63612756039265005e+04 6.07410107118593260e+03 2.24353766751124349e+04 -1.56249999701788875e+03 7.35120233466982298e-01
1.12949218750000102e+00 1.63635441280925370e+04 6.07183911089863795e+03 2.24353832389911768e+04 -1.56249999701835986e+03 7.35103598942867587e-01
1.12968750000000107e+00 1.63658127361038241e+04 6.06957710133979617e+03 2.24353898374436212e+04 -1.56249999701886827e+03 7.35086986410116494e-01
1.12988281250000111e+00 1.63680814263599877e+04 6.06731504441170910e+03 2.24353964707716950e+04 -1.56249999701935735e+03 7.35070395870868865e-01
1.13007812500000115e+00 1.63703501972549402e+04 6.06505294201787910e+03 2.24354031392728211e+04 -1.56249999701978959e+03 7.35053827327242670e-01
1.13027343750000120e+00 1.63726190471814480e+04 6.06279079606300547e+03 2.24354098432444516e+04 -1.56249999702005334e+03 7.35037280781330793e-01
1.13046875000000124e+00 1.63748879745360355e+04 6.06052860845298801e+03 2.24354165829890226e+04 -1.56249999702030368e+03 7.35020756235201689e-01
1.13066406250000129e+00 1.63771569777100485e+04 6.05826638109492251e+03 2.24354233588049719e+04 -1.56249999702046671e+03 7.35004253690899945e-01
1.13085937500000133e+00 1.63794260550948475e+04 6.05600411589709984e+03 2.24354301709919455e+04 -1.56249999702054924e+03 7.34987773150445389e-01
1.13105468750000138e+00 1.63816952050826058e+04 6.05374181476900958e+03 2.24354370198516153e+04 -1.56249999702069135e+03 7.34971314615835092e-01
1.13125000000000142e+00 1.63839644260594214e+04 6.05147947962133185e+03 2.24354439056807532e+04 -1.56249999702084665e+03 7.34954878089040697e-01
1.13144531250000147e+00 1.63862337164102682e+04 6.04921711236594638e+03 2.24354508287762146e+04 -1.56249999702083596e+03 7.34938463572009870e-01
1.13164062500000151e+00 1.63885030745229342e+04 6.04695471491592252e+03 2.24354577894388567e+04 -1.56249999702080231e+03 7.34922071066666405e-01
1.13183593750000155e+00 1.63907724987806760e+04 6.04469228918552471e+03 2.24354647879662007e+04 -1.56249999702066702e+03 7.34905700574910337e-01
1.13203125000000160e+00 1.63930419875667612e+04 6.04242983709020882e+03 2.24354718246569682e+04 -1.56249999702044715e+03 7.34889352098616500e-01
1.13222656250000164e+00 1.63953115392664695e+04 6.04016736054661942e+03 2.24354788998130898e+04 -1.56249999702035257e+03 7.34873025639635635e-01
1.13242187500000169e+00 1.63975811522588483e+04 6.03790486147259435e+03 2.24354860137314427e+04 -1.56249999702029118e+03 7.34856721199796170e-01
1.13261718750000173e+00 1.63998508249223341e+04 6.03564234178716106e+03 2.24354931667094934e+04 -1.56249999702023115e+03 7.34840438780900440e-01
1.13281250000000178e+00 1.64021205556404202e+04 6.03337980341053481e+03 2.24355003590509550e+04 -1.56249999702045034e+03 7.34824178384726356e-01
1.13300781250000182e+00 1.64043903427820223e+04 6.03111724826411591e+03 2.24355075910461383e+04 -1.56249999702059790e+03 7.34807940013029182e-01
1.13320312500000187e+00 1.64066601847234888e+04 6.02885467827049979e+03 2.24355148629939868e+04 -1.56249999702076457e+03 7.34791723667539087e-01
1.13339843750000191e+00 1.64089300798399163e+04 6.02659209535345963e+03 2.24355221751933750e+04 -1.56249999702102878e+03 7.34775529349962264e-01
1.13359375000000195e+00 1.64112000265032984e+04 6.02432950143796006e+03 2.24355295279412603e+04 -1.56249999702134824e+03 7.34759357061980367e-01
