Option '64' is not parsed by Ippl. Make sure your application parses it.
Option '64' is not parsed by Ippl. Make sure your application parses it.
Option '64' is not parsed by Ippl. Make sure your application parses it.
Option '2621440' is not parsed by Ippl. Make sure your application parses it.
Option '768' is not parsed by Ippl. Make sure your application parses it.
Option '0.003125' is not parsed by Ippl. Make sure your application parses it.
Option 'B-spline' is not parsed by Ippl. Make sure your application parses it.
Option '1' is not parsed by Ippl. Make sure your application parses it.
Option '1e-7' is not parsed by Ippl. Make sure your application parses it.
PenningTrapPIF{0}> PenningTrapPIF
PenningTrapPIF{0}> nt 768 Np= 2621440 Fourier modes = ( 64 , 64 , 64 )
PenningTrapPIF{0}> particles created and initial conditions assigned 
PenningTrapPIF{0}> Finished time step: 445 time: 1.39063
PenningTrapPIF{0}> Finished time step: 446 time: 1.39375
PenningTrapPIF{0}> Finished time step: 447 time: 1.39688
PenningTrapPIF{0}> Finished time step: 448 time: 1.4
PenningTrapPIF{0}> Finished time step: 449 time: 1.40313
PenningTrapPIF{0}> Finished time step: 450 time: 1.40625
PenningTrapPIF{0}> Finished time step: 451 time: 1.40938
PenningTrapPIF{0}> Finished time step: 452 time: 1.4125
PenningTrapPIF{0}> Finished time step: 453 time: 1.41563
PenningTrapPIF{0}> Finished time step: 454 time: 1.41875
PenningTrapPIF{0}> Finished time step: 455 time: 1.42188
PenningTrapPIF{0}> Finished time step: 456 time: 1.425
PenningTrapPIF{0}> Finished time step: 457 time: 1.42813
PenningTrapPIF{0}> Finished time step: 458 time: 1.43125
PenningTrapPIF{0}> Finished time step: 459 time: 1.43438
PenningTrapPIF{0}> Finished time step: 460 time: 1.4375
PenningTrapPIF{0}> Finished time step: 461 time: 1.44063
PenningTrapPIF{0}> Finished time step: 462 time: 1.44375
PenningTrapPIF{0}> Finished time step: 463 time: 1.44688
PenningTrapPIF{0}> Finished time step: 464 time: 1.45
PenningTrapPIF{0}> Finished time step: 465 time: 1.45313
PenningTrapPIF{0}> Finished time step: 466 time: 1.45625
PenningTrapPIF{0}> Finished time step: 467 time: 1.45938
PenningTrapPIF{0}> Finished time step: 468 time: 1.4625
PenningTrapPIF{0}> Finished time step: 469 time: 1.46563
PenningTrapPIF{0}> Finished time step: 470 time: 1.46875
PenningTrapPIF{0}> Finished time step: 471 time: 1.47188
PenningTrapPIF{0}> Finished time step: 472 time: 1.475
PenningTrapPIF{0}> Finished time step: 473 time: 1.47813
PenningTrapPIF{0}> Finished time step: 474 time: 1.48125
PenningTrapPIF{0}> Finished time step: 475 time: 1.48438
PenningTrapPIF{0}> Finished time step: 476 time: 1.4875
PenningTrapPIF{0}> Finished time step: 477 time: 1.49063
PenningTrapPIF{0}> Finished time step: 478 time: 1.49375
PenningTrapPIF{0}> Finished time step: 479 time: 1.49688
PenningTrapPIF{0}> Finished time step: 480 time: 1.5
PenningTrapPIF{0}> Finished time step: 481 time: 1.50313
PenningTrapPIF{0}> Finished time step: 482 time: 1.50625
PenningTrapPIF{0}> Finished time step: 483 time: 1.50938
PenningTrapPIF{0}> Finished time step: 484 time: 1.5125
PenningTrapPIF{0}> Finished time step: 485 time: 1.51563
PenningTrapPIF{0}> Finished time step: 486 time: 1.51875
PenningTrapPIF{0}> Finished time step: 487 time: 1.52188
PenningTrapPIF{0}> Finished time step: 488 time: 1.525
PenningTrapPIF{0}> Finished time step: 489 time: 1.52813
PenningTrapPIF{0}> Finished time step: 490 time: 1.53125
PenningTrapPIF{0}> Finished time step: 491 time: 1.53438
PenningTrapPIF{0}> Finished time step: 492 time: 1.5375
PenningTrapPIF{0}> Finished time step: 493 time: 1.54063
PenningTrapPIF{0}> Finished time step: 494 time: 1.54375
PenningTrapPIF{0}> Finished time step: 495 time: 1.54688
PenningTrapPIF{0}> Finished time step: 496 time: 1.55
PenningTrapPIF{0}> Finished time step: 497 time: 1.55313
PenningTrapPIF{0}> Finished time step: 498 time: 1.55625
PenningTrapPIF{0}> Finished time step: 499 time: 1.55938
PenningTrapPIF{0}> Finished time step: 500 time: 1.5625
PenningTrapPIF{0}> Finished time step: 501 time: 1.56563
PenningTrapPIF{0}> Finished time step: 502 time: 1.56875
PenningTrapPIF{0}> Finished time step: 503 time: 1.57188
PenningTrapPIF{0}> Finished time step: 504 time: 1.575
PenningTrapPIF{0}> Finished time step: 505 time: 1.57813
PenningTrapPIF{0}> Finished time step: 506 time: 1.58125
PenningTrapPIF{0}> Finished time step: 507 time: 1.58438
PenningTrapPIF{0}> Finished time step: 508 time: 1.5875
PenningTrapPIF{0}> Finished time step: 509 time: 1.59063
PenningTrapPIF{0}> Finished time step: 510 time: 1.59375
PenningTrapPIF{0}> Finished time step: 511 time: 1.59688
PenningTrapPIF{0}> Finished time step: 512 time: 1.6
PenningTrapPIF{0}> Finished time step: 513 time: 1.60313
PenningTrapPIF{0}> Finished time step: 514 time: 1.60625
PenningTrapPIF{0}> Finished time step: 515 time: 1.60938
PenningTrapPIF{0}> Finished time step: 516 time: 1.6125
PenningTrapPIF{0}> Finished time step: 517 time: 1.61563
PenningTrapPIF{0}> Finished time step: 518 time: 1.61875
PenningTrapPIF{0}> Finished time step: 519 time: 1.62188
PenningTrapPIF{0}> Finished time step: 520 time: 1.625
PenningTrapPIF{0}> Finished time step: 521 time: 1.62813
PenningTrapPIF{0}> Finished time step: 522 time: 1.63125
PenningTrapPIF{0}> Finished time step: 523 time: 1.63438
PenningTrapPIF{0}> Finished time step: 524 time: 1.6375
PenningTrapPIF{0}> Finished time step: 525 time: 1.64063
PenningTrapPIF{0}> Finished time step: 526 time: 1.64375
PenningTrapPIF{0}> Finished time step: 527 time: 1.64688
PenningTrapPIF{0}> Finished time step: 528 time: 1.65
PenningTrapPIF{0}> Finished time step: 529 time: 1.65313
PenningTrapPIF{0}> Finished time step: 530 time: 1.65625
PenningTrapPIF{0}> Finished time step: 531 time: 1.65938
PenningTrapPIF{0}> Finished time step: 532 time: 1.6625
PenningTrapPIF{0}> Finished time step: 533 time: 1.66563
PenningTrapPIF{0}> Finished time step: 534 time: 1.66875
PenningTrapPIF{0}> Finished time step: 535 time: 1.67188
PenningTrapPIF{0}> Finished time step: 536 time: 1.675
PenningTrapPIF{0}> Finished time step: 537 time: 1.67813
PenningTrapPIF{0}> Finished time step: 538 time: 1.68125
PenningTrapPIF{0}> Finished time step: 539 time: 1.68438
PenningTrapPIF{0}> Finished time step: 540 time: 1.6875
PenningTrapPIF{0}> Finished time step: 541 time: 1.69063
PenningTrapPIF{0}> Finished time step: 542 time: 1.69375
PenningTrapPIF{0}> Finished time step: 543 time: 1.69688
PenningTrapPIF{0}> Finished time step: 544 time: 1.7
PenningTrapPIF{0}> Finished time step: 545 time: 1.70313
PenningTrapPIF{0}> Finished time step: 546 time: 1.70625
PenningTrapPIF{0}> Finished time step: 547 time: 1.70938
PenningTrapPIF{0}> Finished time step: 548 time: 1.7125
PenningTrapPIF{0}> Finished time step: 549 time: 1.71563
PenningTrapPIF{0}> Finished time step: 550 time: 1.71875
PenningTrapPIF{0}> Finished time step: 551 time: 1.72188
PenningTrapPIF{0}> Finished time step: 552 time: 1.725
PenningTrapPIF{0}> Finished time step: 553 time: 1.72813
PenningTrapPIF{0}> Finished time step: 554 time: 1.73125
PenningTrapPIF{0}> Finished time step: 555 time: 1.73438
PenningTrapPIF{0}> Finished time step: 556 time: 1.7375
PenningTrapPIF{0}> Finished time step: 557 time: 1.74063
PenningTrapPIF{0}> Finished time step: 558 time: 1.74375
PenningTrapPIF{0}> Finished time step: 559 time: 1.74688
PenningTrapPIF{0}> Finished time step: 560 time: 1.75
PenningTrapPIF{0}> Finished time step: 561 time: 1.75313
PenningTrapPIF{0}> Finished time step: 562 time: 1.75625
PenningTrapPIF{0}> Finished time step: 563 time: 1.75938
PenningTrapPIF{0}> Finished time step: 564 time: 1.7625
PenningTrapPIF{0}> Finished time step: 565 time: 1.76563
PenningTrapPIF{0}> Finished time step: 566 time: 1.76875
PenningTrapPIF{0}> Finished time step: 567 time: 1.77188
PenningTrapPIF{0}> Finished time step: 568 time: 1.775
PenningTrapPIF{0}> Finished time step: 569 time: 1.77813
PenningTrapPIF{0}> Finished time step: 570 time: 1.78125
PenningTrapPIF{0}> Finished time step: 571 time: 1.78438
PenningTrapPIF{0}> Finished time step: 572 time: 1.7875
PenningTrapPIF{0}> Finished time step: 573 time: 1.79063
PenningTrapPIF{0}> Finished time step: 574 time: 1.79375
PenningTrapPIF{0}> Finished time step: 575 time: 1.79688
PenningTrapPIF{0}> Finished time step: 576 time: 1.8
PenningTrapPIF{0}> Finished time step: 577 time: 1.80313
PenningTrapPIF{0}> Finished time step: 578 time: 1.80625
PenningTrapPIF{0}> Finished time step: 579 time: 1.80938
PenningTrapPIF{0}> Finished time step: 580 time: 1.8125
PenningTrapPIF{0}> Finished time step: 581 time: 1.81563
PenningTrapPIF{0}> Finished time step: 582 time: 1.81875
PenningTrapPIF{0}> Finished time step: 583 time: 1.82188
PenningTrapPIF{0}> Finished time step: 584 time: 1.825
PenningTrapPIF{0}> Finished time step: 585 time: 1.82813
PenningTrapPIF{0}> Finished time step: 586 time: 1.83125
PenningTrapPIF{0}> Finished time step: 587 time: 1.83438
PenningTrapPIF{0}> Finished time step: 588 time: 1.8375
PenningTrapPIF{0}> Finished time step: 589 time: 1.84063
PenningTrapPIF{0}> Finished time step: 590 time: 1.84375
PenningTrapPIF{0}> Finished time step: 591 time: 1.84688
PenningTrapPIF{0}> Finished time step: 592 time: 1.85
PenningTrapPIF{0}> Finished time step: 593 time: 1.85313
PenningTrapPIF{0}> Finished time step: 594 time: 1.85625
PenningTrapPIF{0}> Finished time step: 595 time: 1.85938
PenningTrapPIF{0}> Finished time step: 596 time: 1.8625
PenningTrapPIF{0}> Finished time step: 597 time: 1.86563
PenningTrapPIF{0}> Finished time step: 598 time: 1.86875
PenningTrapPIF{0}> Finished time step: 599 time: 1.87188
PenningTrapPIF{0}> Finished time step: 600 time: 1.875
PenningTrapPIF{0}> Finished time step: 601 time: 1.87813
PenningTrapPIF{0}> Finished time step: 602 time: 1.88125
PenningTrapPIF{0}> Finished time step: 603 time: 1.88438
PenningTrapPIF{0}> Finished time step: 604 time: 1.8875
PenningTrapPIF{0}> Finished time step: 605 time: 1.89063
PenningTrapPIF{0}> Finished time step: 606 time: 1.89375
PenningTrapPIF{0}> Finished time step: 607 time: 1.89688
PenningTrapPIF{0}> Finished time step: 608 time: 1.9
PenningTrapPIF{0}> Finished time step: 609 time: 1.90313
PenningTrapPIF{0}> Finished time step: 610 time: 1.90625
PenningTrapPIF{0}> Finished time step: 611 time: 1.90938
PenningTrapPIF{0}> Finished time step: 612 time: 1.9125
PenningTrapPIF{0}> Finished time step: 613 time: 1.91563
PenningTrapPIF{0}> Finished time step: 614 time: 1.91875
PenningTrapPIF{0}> Finished time step: 615 time: 1.92188
PenningTrapPIF{0}> Finished time step: 616 time: 1.925
PenningTrapPIF{0}> Finished time step: 617 time: 1.92813
PenningTrapPIF{0}> Finished time step: 618 time: 1.93125
PenningTrapPIF{0}> Finished time step: 619 time: 1.93438
PenningTrapPIF{0}> Finished time step: 620 time: 1.9375
PenningTrapPIF{0}> Finished time step: 621 time: 1.94063
PenningTrapPIF{0}> Finished time step: 622 time: 1.94375
PenningTrapPIF{0}> Finished time step: 623 time: 1.94688
PenningTrapPIF{0}> Finished time step: 624 time: 1.95
PenningTrapPIF{0}> Finished time step: 625 time: 1.95313
PenningTrapPIF{0}> Finished time step: 626 time: 1.95625
PenningTrapPIF{0}> Finished time step: 627 time: 1.95938
PenningTrapPIF{0}> Finished time step: 628 time: 1.9625
PenningTrapPIF{0}> Finished time step: 629 time: 1.96563
PenningTrapPIF{0}> Finished time step: 630 time: 1.96875
PenningTrapPIF{0}> Finished time step: 631 time: 1.97188
PenningTrapPIF{0}> Finished time step: 632 time: 1.975
PenningTrapPIF{0}> Finished time step: 633 time: 1.97813
PenningTrapPIF{0}> Finished time step: 634 time: 1.98125
PenningTrapPIF{0}> Finished time step: 635 time: 1.98438
PenningTrapPIF{0}> Finished time step: 636 time: 1.9875
PenningTrapPIF{0}> Finished time step: 637 time: 1.99063
PenningTrapPIF{0}> Finished time step: 638 time: 1.99375
PenningTrapPIF{0}> Finished time step: 639 time: 1.99688
PenningTrapPIF{0}> Finished time step: 640 time: 2
PenningTrapPIF{0}> Finished time step: 641 time: 2.00313
PenningTrapPIF{0}> Finished time step: 642 time: 2.00625
PenningTrapPIF{0}> Finished time step: 643 time: 2.00938
PenningTrapPIF{0}> Finished time step: 644 time: 2.0125
PenningTrapPIF{0}> Finished time step: 645 time: 2.01563
PenningTrapPIF{0}> Finished time step: 646 time: 2.01875
PenningTrapPIF{0}> Finished time step: 647 time: 2.02188
PenningTrapPIF{0}> Finished time step: 648 time: 2.025
PenningTrapPIF{0}> Finished time step: 649 time: 2.02813
PenningTrapPIF{0}> Finished time step: 650 time: 2.03125
PenningTrapPIF{0}> Finished time step: 651 time: 2.03438
PenningTrapPIF{0}> Finished time step: 652 time: 2.0375
PenningTrapPIF{0}> Finished time step: 653 time: 2.04063
PenningTrapPIF{0}> Finished time step: 654 time: 2.04375
PenningTrapPIF{0}> Finished time step: 655 time: 2.04688
PenningTrapPIF{0}> Finished time step: 656 time: 2.05
PenningTrapPIF{0}> Finished time step: 657 time: 2.05313
PenningTrapPIF{0}> Finished time step: 658 time: 2.05625
PenningTrapPIF{0}> Finished time step: 659 time: 2.05938
PenningTrapPIF{0}> Finished time step: 660 time: 2.0625
PenningTrapPIF{0}> Finished time step: 661 time: 2.06563
PenningTrapPIF{0}> Finished time step: 662 time: 2.06875
PenningTrapPIF{0}> Finished time step: 663 time: 2.07188
PenningTrapPIF{0}> Finished time step: 664 time: 2.075
PenningTrapPIF{0}> Finished time step: 665 time: 2.07813
PenningTrapPIF{0}> Finished time step: 666 time: 2.08125
PenningTrapPIF{0}> Finished time step: 667 time: 2.08438
PenningTrapPIF{0}> Finished time step: 668 time: 2.0875
PenningTrapPIF{0}> Finished time step: 669 time: 2.09063
PenningTrapPIF{0}> Finished time step: 670 time: 2.09375
PenningTrapPIF{0}> Finished time step: 671 time: 2.09688
PenningTrapPIF{0}> Finished time step: 672 time: 2.1
PenningTrapPIF{0}> Finished time step: 673 time: 2.10313
PenningTrapPIF{0}> Finished time step: 674 time: 2.10625
PenningTrapPIF{0}> Finished time step: 675 time: 2.10938
PenningTrapPIF{0}> Finished time step: 676 time: 2.1125
PenningTrapPIF{0}> Finished time step: 677 time: 2.11563
PenningTrapPIF{0}> Finished time step: 678 time: 2.11875
PenningTrapPIF{0}> Finished time step: 679 time: 2.12188
PenningTrapPIF{0}> Finished time step: 680 time: 2.125
PenningTrapPIF{0}> Finished time step: 681 time: 2.12813
PenningTrapPIF{0}> Finished time step: 682 time: 2.13125
PenningTrapPIF{0}> Finished time step: 683 time: 2.13438
PenningTrapPIF{0}> Finished time step: 684 time: 2.1375
PenningTrapPIF{0}> Finished time step: 685 time: 2.14063
PenningTrapPIF{0}> Finished time step: 686 time: 2.14375
PenningTrapPIF{0}> Finished time step: 687 time: 2.14688
PenningTrapPIF{0}> Finished time step: 688 time: 2.15
PenningTrapPIF{0}> Finished time step: 689 time: 2.15313
PenningTrapPIF{0}> Finished time step: 690 time: 2.15625
PenningTrapPIF{0}> Finished time step: 691 time: 2.15938
PenningTrapPIF{0}> Finished time step: 692 time: 2.1625
PenningTrapPIF{0}> Finished time step: 693 time: 2.16563
PenningTrapPIF{0}> Finished time step: 694 time: 2.16875
PenningTrapPIF{0}> Finished time step: 695 time: 2.17188
PenningTrapPIF{0}> Finished time step: 696 time: 2.175
PenningTrapPIF{0}> Finished time step: 697 time: 2.17813
PenningTrapPIF{0}> Finished time step: 698 time: 2.18125
PenningTrapPIF{0}> Finished time step: 699 time: 2.18438
PenningTrapPIF{0}> Finished time step: 700 time: 2.1875
PenningTrapPIF{0}> Finished time step: 701 time: 2.19063
PenningTrapPIF{0}> Finished time step: 702 time: 2.19375
PenningTrapPIF{0}> Finished time step: 703 time: 2.19688
PenningTrapPIF{0}> Finished time step: 704 time: 2.2
PenningTrapPIF{0}> Finished time step: 705 time: 2.20313
PenningTrapPIF{0}> Finished time step: 706 time: 2.20625
PenningTrapPIF{0}> Finished time step: 707 time: 2.20938
PenningTrapPIF{0}> Finished time step: 708 time: 2.2125
PenningTrapPIF{0}> Finished time step: 709 time: 2.21563
PenningTrapPIF{0}> Finished time step: 710 time: 2.21875
PenningTrapPIF{0}> Finished time step: 711 time: 2.22188
PenningTrapPIF{0}> Finished time step: 712 time: 2.225
PenningTrapPIF{0}> Finished time step: 713 time: 2.22813
PenningTrapPIF{0}> Finished time step: 714 time: 2.23125
PenningTrapPIF{0}> Finished time step: 715 time: 2.23438
PenningTrapPIF{0}> Finished time step: 716 time: 2.2375
PenningTrapPIF{0}> Finished time step: 717 time: 2.24063
PenningTrapPIF{0}> Finished time step: 718 time: 2.24375
PenningTrapPIF{0}> Finished time step: 719 time: 2.24688
PenningTrapPIF{0}> Finished time step: 720 time: 2.25
PenningTrapPIF{0}> Finished time step: 721 time: 2.25313
PenningTrapPIF{0}> Finished time step: 722 time: 2.25625
PenningTrapPIF{0}> Finished time step: 723 time: 2.25938
PenningTrapPIF{0}> Finished time step: 724 time: 2.2625
PenningTrapPIF{0}> Finished time step: 725 time: 2.26563
PenningTrapPIF{0}> Finished time step: 726 time: 2.26875
PenningTrapPIF{0}> Finished time step: 727 time: 2.27188
PenningTrapPIF{0}> Finished time step: 728 time: 2.275
PenningTrapPIF{0}> Finished time step: 729 time: 2.27813
PenningTrapPIF{0}> Finished time step: 730 time: 2.28125
PenningTrapPIF{0}> Finished time step: 731 time: 2.28438
PenningTrapPIF{0}> Finished time step: 732 time: 2.2875
PenningTrapPIF{0}> Finished time step: 733 time: 2.29063
PenningTrapPIF{0}> Finished time step: 734 time: 2.29375
PenningTrapPIF{0}> Finished time step: 735 time: 2.29688
PenningTrapPIF{0}> Finished time step: 736 time: 2.3
PenningTrapPIF{0}> Finished time step: 737 time: 2.30313
PenningTrapPIF{0}> Finished time step: 738 time: 2.30625
PenningTrapPIF{0}> Finished time step: 739 time: 2.30938
PenningTrapPIF{0}> Finished time step: 740 time: 2.3125
PenningTrapPIF{0}> Finished time step: 741 time: 2.31563
PenningTrapPIF{0}> Finished time step: 742 time: 2.31875
PenningTrapPIF{0}> Finished time step: 743 time: 2.32188
PenningTrapPIF{0}> Finished time step: 744 time: 2.325
PenningTrapPIF{0}> Finished time step: 745 time: 2.32813
PenningTrapPIF{0}> Finished time step: 746 time: 2.33125
PenningTrapPIF{0}> Finished time step: 747 time: 2.33438
PenningTrapPIF{0}> Finished time step: 748 time: 2.3375
PenningTrapPIF{0}> Finished time step: 749 time: 2.34063
PenningTrapPIF{0}> Finished time step: 750 time: 2.34375
PenningTrapPIF{0}> Finished time step: 751 time: 2.34688
PenningTrapPIF{0}> Finished time step: 752 time: 2.35
PenningTrapPIF{0}> Finished time step: 753 time: 2.35312
PenningTrapPIF{0}> Finished time step: 754 time: 2.35625
PenningTrapPIF{0}> Finished time step: 755 time: 2.35937
PenningTrapPIF{0}> Finished time step: 756 time: 2.3625
PenningTrapPIF{0}> Finished time step: 757 time: 2.36562
PenningTrapPIF{0}> Finished time step: 758 time: 2.36875
PenningTrapPIF{0}> Finished time step: 759 time: 2.37187
PenningTrapPIF{0}> Finished time step: 760 time: 2.375
PenningTrapPIF{0}> Finished time step: 761 time: 2.37812
PenningTrapPIF{0}> Finished time step: 762 time: 2.38125
PenningTrapPIF{0}> Finished time step: 763 time: 2.38437
PenningTrapPIF{0}> Finished time step: 764 time: 2.3875
PenningTrapPIF{0}> Finished time step: 765 time: 2.39062
PenningTrapPIF{0}> Finished time step: 766 time: 2.39375
PenningTrapPIF{0}> Finished time step: 767 time: 2.39687
PenningTrapPIF{0}> Finished time step: 768 time: 2.4
PenningTrapPIF{0}> PenningTrapPIF End.
Timings{0}> ---------------------------------------------
Timings{0}>      Timing results for 64 ranks:
Timings{0}> ---------------------------------------------
Timings{0}> mainTimer........... Wall tot =    16.0229
Timings{0}> 
Timings{0}> particlesCreation... Wall max =  0.0868871
Timings{0}>                      Wall avg =  0.0707051
Timings{0}>                      Wall min =   0.045601
Timings{0}> 
Timings{0}> dumpData............ Wall max = 0.00185431
Timings{0}>                      Wall avg = 0.00179626
Timings{0}>                      Wall min = 0.00175475
Timings{0}> 
Timings{0}> kick................ Wall max =  0.0296353
Timings{0}>                      Wall avg =  0.0282413
Timings{0}>                      Wall min =  0.0272803
Timings{0}> 
Timings{0}> drift............... Wall max =  0.0120576
Timings{0}>                      Wall avg =  0.0113827
Timings{0}>                      Wall min =  0.0107974
Timings{0}> 
Timings{0}> particleBC.......... Wall max =  0.0373751
Timings{0}>                      Wall avg =  0.0365133
Timings{0}>                      Wall min =  0.0356464
Timings{0}> 
Timings{0}> initializeShapeFunc. Wall max = 0.000154981
Timings{0}>                      Wall avg = 0.00011554
Timings{0}>                      Wall min = 9.5361e-05
Timings{0}> 
Timings{0}> ScatterPIFNUFFT..... Wall max =    1.20842
Timings{0}>                      Wall avg =    1.13342
Timings{0}>                      Wall min =    1.08258
Timings{0}> 
Timings{0}> scatterAllReducePIF. Wall max =    12.9874
Timings{0}>                      Wall avg =    12.8495
Timings{0}>                      Wall min =    12.6769
Timings{0}> 
Timings{0}> GatherPIFNUFFT...... Wall max =    1.49072
Timings{0}>                      Wall avg =    1.46256
Timings{0}>                      Wall min =    1.43844
Timings{0}> 
Timings{0}> ---------------------------------------------
