Iter, Rerror, Perror
1 6.40199747978525413e-02 4.33998186379697892e-01
2 1.25054288429661074e-02 1.05861529311776933e-01
3 6.08501693398207609e-03 1.09331748392854158e-01
4 3.95267254170115004e-03 1.16903549950767918e-01
5 2.51530458220790287e-03 9.41887391089087367e-02
6 1.51141938373549754e-03 5.77252462028010060e-02
7 8.78948277410502936e-04 2.78614234374285757e-02
8 6.09836150837860425e-04 1.11268594389361333e-02
9 3.89696508101215159e-04 6.59547593560643689e-03
10 1.69931316463251969e-05 6.12794187920483700e-04
11 3.59793732056104662e-04 6.00460624518508318e-03
12 2.03270179263209725e-07 9.81179833172595192e-06
13 1.33393724131420065e-08 6.31923099256490869e-07
14 4.10092486148395042e-10 1.88448804028503842e-08
15 5.38406756817854853e-17 4.68339146453522060e-16
