Iter, Rerror, Perror
1 3.28225799885412811e-02 2.08806085076939568e-01
2 6.62012185055709402e-03 1.53147941204318405e-01
3 4.52032947171716621e-03 1.35755507702318229e-01
4 2.27619307455984108e-03 8.01132228613695568e-02
5 8.53056361688215876e-04 3.29033336458241996e-02
6 2.45015266076290244e-04 9.18312086620538121e-03
7 5.15540106657618678e-05 1.64787806688092070e-03
8 4.35705717139063967e-06 1.71935384958746344e-04
9 2.07325595096133422e-07 7.97514728093539339e-06
10 5.34334653205273238e-17 4.33367148654867122e-16
