Iter, Rerror, Perror
1 5.79429213696911471e-02 4.04308502367748124e-01
2 1.00781146505364537e-02 1.02934050917170436e-01
3 5.44420664299762134e-03 1.13315100165656199e-01
4 3.60569582482811804e-03 1.13706547600002289e-01
5 2.22583524162368483e-03 8.26994039955723514e-02
6 1.16916192446345365e-03 4.53896379007225348e-02
7 4.96194899460762747e-04 1.91802129656996612e-02
8 1.68885514268441789e-04 6.09916757622402418e-03
9 3.81245893180345765e-04 6.11011311267295205e-03
10 5.41562251386935238e-06 2.42337456451432391e-04
11 6.19961719290578083e-07 2.78060462618467579e-05
12 4.35516714519090076e-08 1.94224195542283382e-06
13 1.42127808837104775e-09 6.24284728072558166e-08
14 5.54808679926412641e-17 4.72189715365660734e-16
