Iter, Rerror, Perror
1 6.98111823347965926e-02 4.58965180819932206e-01
2 1.46647333445609918e-02 1.16480295080918894e-01
3 6.61786735655296807e-03 9.99606172572507778e-02
4 4.25629277367950767e-03 1.11976631738188129e-01
5 2.92234183182353427e-03 9.85800449488474229e-02
6 1.83080741480038550e-03 6.65152921902635030e-02
7 1.00405800174112173e-03 3.61471682679699660e-02
8 6.09299635460257109e-04 1.69784947720735130e-02
9 1.20237417525132626e-04 5.45227358159300433e-03
10 2.90643003641958278e-05 1.26269161489155003e-03
11 4.60946121487181048e-05 2.04075665157304803e-03
12 5.16164083542197642e-06 3.81544346479230551e-05
13 6.99381055143805146e-08 3.26958558024727115e-06
14 4.26155850798229565e-09 1.95817801371711707e-07
15 1.22214532132793678e-10 5.46329462760390159e-09
16 5.34741652808414821e-17 4.61188054293753994e-16
