Iter, Rerror, Perror
1 4.56734453794816128e-02 3.30783386850375782e-01
2 8.34193928173128200e-03 1.43655975638185857e-01
3 5.42994523303463872e-03 1.59155936843657420e-01
4 3.29575502738180650e-03 1.25244746453949451e-01
5 1.69126610790089208e-03 7.09654762266183348e-02
6 6.86990081052802877e-04 3.04200718353499489e-02
7 2.27331155220396265e-04 1.13853063191720581e-02
8 4.32586202033609292e-05 1.88644960689729533e-03
9 5.94348126699179040e-06 2.63900838057320823e-04
10 5.02981428658901278e-07 2.21622774521977105e-05
11 1.95344370650599142e-08 8.44245780399865458e-07
12 5.37517045693168646e-17 5.05030118184888074e-16
