Iter, Rerror, Perror
1 9.94955284509350816e-04 2.09977243377795254e-03
2 7.50533205231001957e-05 2.05561427612279481e-04
3 4.90347676189223192e-06 1.65298455015779749e-05
4 7.36770514586708088e-18 2.45765063840074048e-17
