Iter, Rerror, Perror
1 2.05485942219239912e-03 3.19399147628025154e-03
2 2.18064496095408803e-04 4.56372749872302518e-04
3 1.96487758821602597e-05 4.67426868572780519e-05
4 1.61218902980828914e-06 4.62125237539762506e-06
