9.6031250000e+00 3.2368348408e+00 2.5223555862e-02
9.6062500000e+00 3.2375887301e+00 2.5223121737e-02
9.6093750000e+00 3.2383703994e+00 2.5222816588e-02
9.6125000000e+00 3.2391806531e+00 2.5222641065e-02
9.6156250000e+00 3.2400203053e+00 2.5222595807e-02
9.6187500000e+00 3.2408901738e+00 2.5222681463e-02
9.6218750000e+00 3.2417910690e+00 2.5222898677e-02
9.6250000000e+00 3.2427237820e+00 2.5223248087e-02
9.6281250000e+00 3.2436890784e+00 2.5223730343e-02
9.6312500000e+00 3.2446876843e+00 2.5224346077e-02
9.6343750000e+00 3.2457202776e+00 2.5225095911e-02
9.6375000000e+00 3.2467874859e+00 2.5225980484e-02
9.6406250000e+00 3.2478898741e+00 2.5227000433e-02
9.6437500000e+00 3.2490279324e+00 2.5228156366e-02
9.6468750000e+00 3.2502020798e+00 2.5229448902e-02
9.6500000000e+00 3.2514126583e+00 2.5230878670e-02
9.6531250000e+00 3.2526599248e+00 2.5232446291e-02
9.6562500000e+00 3.2539440491e+00 2.5234152372e-02
9.6593750000e+00 3.2552651187e+00 2.5235997547e-02
9.6625000000e+00 3.2566231291e+00 2.5237982419e-02
9.6656250000e+00 3.2580179899e+00 2.5240107596e-02
9.6687500000e+00 3.2594495265e+00 2.5242373685e-02
9.6718750000e+00 3.2609174816e+00 2.5244781284e-02
9.6750000000e+00 3.2624215214e+00 2.5247330994e-02
9.6781250000e+00 3.2639612393e+00 2.5250023410e-02
9.6812500000e+00 3.2655361611e+00 2.5252859116e-02
9.6843750000e+00 3.2671457587e+00 2.5255838725e-02
9.6875000000e+00 3.2687894502e+00 2.5258962832e-02
9.6906250000e+00 3.2704666083e+00 2.5262232027e-02
9.6937500000e+00 3.2721765691e+00 2.5265646889e-02
9.6968750000e+00 3.2739186468e+00 2.5269208018e-02
9.7000000000e+00 3.2756921329e+00 2.5272915987e-02
9.7031250000e+00 3.2774963122e+00 2.5276771372e-02
9.7062500000e+00 3.2793304703e+00 2.5280774749e-02
9.7093750000e+00 3.2811939022e+00 2.5284926683e-02
9.7125000000e+00 3.2830859261e+00 2.5289227761e-02
9.7156250000e+00 3.2850058821e+00 2.5293678535e-02
9.7187500000e+00 3.2869531512e+00 2.5298279587e-02
9.7218750000e+00 3.2889271578e+00 2.5303031488e-02
9.7250000000e+00 3.2909273703e+00 2.5307934783e-02
9.7281250000e+00 3.2929533218e+00 2.5312990051e-02
9.7312500000e+00 3.2950046034e+00 2.5318197845e-02
9.7343750000e+00 3.2970808682e+00 2.5323558697e-02
9.7375000000e+00 3.2991818524e+00 2.5329073183e-02
9.7406250000e+00 3.3013073539e+00 2.5334741820e-02
9.7437500000e+00 3.3034572590e+00 2.5340565176e-02
9.7468750000e+00 3.3056315282e+00 2.5346543792e-02
9.7500000000e+00 3.3078302028e+00 2.5352678216e-02
9.7531250000e+00 3.3100534003e+00 2.5358968975e-02
9.7562500000e+00 3.3123013224e+00 2.5365416620e-02
9.7593750000e+00 3.3145742437e+00 2.5372021682e-02
9.7625000000e+00 3.3168725124e+00 2.5378784687e-02
9.7656250000e+00 3.3191965538e+00 2.5385706177e-02
9.7687500000e+00 3.3215468540e+00 2.5392786666e-02
9.7718750000e+00 3.3239239641e+00 2.5400026671e-02
9.7750000000e+00 3.3263284958e+00 2.5407426716e-02
9.7781250000e+00 3.3287611122e+00 2.5414987316e-02
9.7812500000e+00 3.3312225287e+00 2.5422709005e-02
9.7843750000e+00 3.3337134908e+00 2.5430592265e-02
9.7875000000e+00 3.3362347893e+00 2.5438637630e-02
9.7906250000e+00 3.3387872405e+00 2.5446845612e-02
9.7937500000e+00 3.3413716777e+00 2.5455216706e-02
9.7968750000e+00 3.3439889513e+00 2.5463751418e-02
9.8000000000e+00 3.3466399186e+00 2.5472450254e-02
9.8031250000e+00 3.3493254329e+00 2.5481313689e-02
9.8062500000e+00 3.3520463467e+00 2.5490342233e-02
9.8093750000e+00 3.3548034954e+00 2.5499536372e-02
9.8125000000e+00 3.3575976949e+00 2.5508896597e-02
9.8156250000e+00 3.3604297372e+00 2.5518423398e-02
9.8187500000e+00 3.3633003811e+00 2.5528117262e-02
9.8218750000e+00 3.3662103459e+00 2.5537978665e-02
9.8250000000e+00 3.3691603129e+00 2.5548008099e-02
9.8281250000e+00 3.3721509111e+00 2.5558206028e-02
9.8312500000e+00 3.3751827203e+00 2.5568572930e-02
9.8343750000e+00 3.3782562659e+00 2.5579109275e-02
9.8375000000e+00 3.3813720121e+00 2.5589815524e-02
9.8406250000e+00 3.3845303629e+00 2.5600692132e-02
9.8437500000e+00 3.3877316653e+00 2.5611739577e-02
9.8468750000e+00 3.3909761986e+00 2.5622958318e-02
