Iter, Rerror, Perror
1 6.57030048186191176e-03 5.56911697321198999e-03
2 1.25317284394066224e-03 1.67454097351484163e-03
3 1.27204991889403088e-04 2.35906482151194079e-04
4 6.16850233867990669e-06 1.71516241941581179e-05
