Iter, Rerror, Perror
1 5.86154366887357923e-03 5.10832951078105894e-03
2 1.02902218925230338e-03 1.44683028708937839e-03
3 9.46829534352106370e-05 1.84356414891273513e-04
4 3.49266343911921319e-06 1.13569720769669514e-05
