Iter, Rerror, Perror
1 4.58794037986689444e-03 4.32168716743659958e-03
2 7.80865695842741770e-04 1.17291937902384868e-03
3 7.08847794082555677e-05 1.45864897230541841e-04
4 3.91802655606763282e-06 9.87895127377830167e-06
5 1.47576444714962108e-07 4.27364765497158799e-07
6 4.02312504333047086e-09 1.29058850095365252e-08
7 8.68410138724038699e-18 3.78548902951408097e-17
