6.04999999999999982e+00 7.40646354167366627e-02 2.98960374782800227e+03 2.98967781246341883e+03 -1.98440170753911025e+03 1.48532784432264253e+00
6.09999999999999964e+00 9.34529194195499180e-02 2.98958443426562371e+03 2.98967788718504335e+03 -1.98440170753911161e+03 1.48532784432264275e+00
6.14999999999999947e+00 1.22185455065987866e-01 2.98955578662877997e+03 2.98967797208384582e+03 -1.98440170753911161e+03 1.48532784432264320e+00
6.19999999999999929e+00 1.59177380690278480e-01 2.98951888649915782e+03 2.98967806387984820e+03 -1.98440170753911070e+03 1.48532784432264253e+00
6.24999999999999911e+00 2.03239420430004231e-01 2.98947492097611303e+03 2.98967816039654281e+03 -1.98440170753911070e+03 1.48532784432264253e+00
6.29999999999999893e+00 2.53106995895553966e-01 2.98942515345464426e+03 2.98967826045053971e+03 -1.98440170753910979e+03 1.48532784432264231e+00
6.34999999999999876e+00 3.07459136742859129e-01 2.98937090346658169e+03 2.98967836260332433e+03 -1.98440170753910957e+03 1.48532784432264275e+00
6.39999999999999858e+00 3.64939907310784017e-01 2.98931352457135972e+03 2.98967846447867032e+03 -1.98440170753910979e+03 1.48532784432264342e+00
6.44999999999999840e+00 4.24188687715365054e-01 2.98925437526822861e+03 2.98967856395594390e+03 -1.98440170753910979e+03 1.48532784432264253e+00
6.49999999999999822e+00 4.83867475117840173e-01 2.98919479282736029e+03 2.98967866030247797e+03 -1.98440170753911048e+03 1.48532784432264298e+00
6.54999999999999805e+00 5.42674235817478534e-01 2.98913607898176542e+03 2.98967875321758311e+03 -1.98440170753911070e+03 1.48532784432264320e+00
6.59999999999999787e+00 5.99351853008826430e-01 2.98907948934710384e+03 2.98967884120011286e+03 -1.98440170753911070e+03 1.48532784432264298e+00
6.64999999999999769e+00 6.52709147744820917e-01 2.98902621245487444e+03 2.98967892160261908e+03 -1.98440170753911048e+03 1.48532784432264298e+00
6.69999999999999751e+00 7.01653577298433362e-01 2.98897733859000891e+03 2.98967899216730757e+03 -1.98440170753911161e+03 1.48532784432264298e+00
6.74999999999999734e+00 7.45219771483672799e-01 2.98893383221654949e+03 2.98967905198803328e+03 -1.98440170753911161e+03 1.48532784432264342e+00
6.79999999999999716e+00 7.82583570799183392e-01 2.98889651734191511e+03 2.98967910091271415e+03 -1.98440170753911161e+03 1.48532784432264298e+00
6.84999999999999698e+00 8.13067113094671723e-01 2.98886607147304858e+03 2.98967913858614338e+03 -1.98440170753911116e+03 1.48532784432264298e+00
6.89999999999999680e+00 8.36144763313237172e-01 2.98884301967209740e+03 2.98967916443541071e+03 -1.98440170753911048e+03 1.48532784432264320e+00
6.94999999999999662e+00 8.51450368456224682e-01 2.98882772800010207e+03 2.98967917836855850e+03 -1.98440170753911048e+03 1.48532784432264298e+00
6.99999999999999645e+00 8.58778838691999780e-01 2.98882040223640342e+03 2.98967918107509558e+03 -1.98440170753911025e+03 1.48532784432264320e+00
7.04999999999999627e+00 8.58079321684633967e-01 2.98882109394052668e+03 2.98967917326221141e+03 -1.98440170753911025e+03 1.48532784432264275e+00
7.09999999999999609e+00 8.49448026210765761e-01 2.98882970667947939e+03 2.98967915470569005e+03 -1.98440170753911025e+03 1.48532784432264298e+00
7.14999999999999591e+00 8.33130283256071413e-01 2.98884599422986594e+03 2.98967912451312213e+03 -1.98440170753910979e+03 1.48532784432264342e+00
7.19999999999999574e+00 8.09528884103983049e-01 2.98886955357054603e+03 2.98967908245465014e+03 -1.98440170753911070e+03 1.48532784432264275e+00
