Iter, Rerror, Perror
1 2.16712483921675412e-03 3.61684365038919282e-03
2 1.77504332400133636e-04 4.96790184698774821e-04
3 6.61092155559665259e-06 2.35290339313735507e-05
4 1.15609303121360962e-07 4.99015065268212370e-07
