Iter, Rerror, Perror
1 5.69453974804820778e-03 6.25407776724537685e-03
2 1.11896253323591445e-03 1.99695192175723853e-03
3 1.16585589458775149e-04 2.81874000080806068e-04
4 7.24486638663534386e-06 2.11540329143955788e-05
5 1.99314922654245936e-07 8.37274239588933383e-07
