Iter, Rerror, Perror
1 2.74986622147922006e-03 4.07738048759574007e-03
2 2.85296451028358258e-04 7.15970135565805561e-04
3 1.40746481829366384e-05 4.57653152506219463e-05
4 3.73840612793285174e-07 1.43482042153100143e-06
