Iter, Rerror, Perror
1 2.08712421193987079e-02 1.08951392565325572e-01
2 7.59994960791660502e-03 3.32636226221307701e-02
3 2.30077593729015751e-03 8.47353725871430666e-03
4 5.21075310997310553e-04 1.89803377669252532e-03
5 8.11946046045876362e-05 2.97427461367763394e-04
6 8.37296282335234078e-06 3.47985987549969463e-05
7 6.23214213337178739e-07 2.93086642810791279e-06
8 3.72613161841267450e-08 1.93523839577416885e-07
9 2.05611501638162442e-09 1.05185065150591568e-08
10 3.81386185769837086e-17 3.11448040790702225e-16
