Iter, Rerror, Perror
1 2.30013410554358519e-02 1.34649152804887123e-01
2 9.04657847473476669e-03 4.77172114800334460e-02
3 3.29302763200090519e-03 6.06798320048757833e-02
4 7.60979515056210741e-04 3.67799607807976813e-03
5 1.39358177503213316e-04 6.71350513419530226e-04
6 1.81699040639865472e-05 9.07164490603280024e-05
7 1.64510737539161584e-06 9.01570698388824910e-06
8 1.11312610758768025e-07 6.39573223883174514e-07
9 7.64681321823297042e-09 4.85243002816594269e-08
10 2.58380332266151309e-10 1.92025433646012375e-09
11 4.06418762147814842e-17 3.55405144891807754e-16
