Iter, Rerror, Perror
1 7.37090465838121794e-02 4.84199953964237595e-01
2 1.55180919405606774e-02 1.18750494516627128e-01
3 6.57061498980172822e-03 1.00671721913358644e-01
4 4.31707262420069279e-03 1.12544746305317911e-01
5 3.13345943609550986e-03 9.94925703908028647e-02
6 1.97722913390461661e-03 6.97797420973216703e-02
7 9.75155381448553960e-04 3.84846931289829566e-02
8 3.89702655074125332e-04 1.67224651210392539e-02
9 1.23408115972440915e-04 5.63020755585073342e-03
10 3.07085130294727296e-05 1.45187695478118202e-03
11 5.85681870412248230e-06 2.81469355814524395e-04
12 8.24974066454716390e-07 3.97223431740447810e-05
13 8.07807534973705778e-08 3.85418868090016722e-06
14 4.91012410323201351e-09 2.30026254685891857e-07
15 1.39630333508860774e-10 6.36946080579484138e-09
16 4.34858297409287088e-17 3.74955249630691267e-16
