Iter, Rerror, Perror
1 1.20619914505450338e-03 6.94561892523000175e-03
2 1.23618314573661642e-04 6.01009712906445687e-04
3 1.13087923665511233e-05 5.39780937390950288e-05
4 7.13681283746978362e-07 4.04777056494594434e-06
