1.4403125000e+01 2.4982109730e-01 1.9613449037e-03
1.4406250000e+01 2.4947574730e-01 1.9456132836e-03
1.4409375000e+01 2.4913065763e-01 1.9298584286e-03
1.4412500000e+01 2.4878618331e-01 1.9140806702e-03
1.4415625000e+01 2.4844265656e-01 1.8982803400e-03
1.4418750000e+01 2.4810038664e-01 1.8824577701e-03
1.4421875000e+01 2.4775966106e-01 1.8666132921e-03
1.4425000000e+01 2.4742074764e-01 1.8507472384e-03
1.4428125000e+01 2.4708389729e-01 1.8348599409e-03
1.4431250000e+01 2.4674934687e-01 1.8189517320e-03
1.4434375000e+01 2.4641732202e-01 1.8030229440e-03
1.4437500000e+01 2.4608803947e-01 1.7870739094e-03
1.4440625000e+01 2.4576170878e-01 1.7711049608e-03
1.4443750000e+01 2.4543853341e-01 1.7551164307e-03
1.4446875000e+01 2.4511871103e-01 1.7391086519e-03
1.4450000000e+01 2.4480243326e-01 1.7230819571e-03
1.4453125000e+01 2.4448988477e-01 1.7070366792e-03
1.4456250000e+01 2.4418124196e-01 1.6909731510e-03
1.4459375000e+01 2.4387667120e-01 1.6748917054e-03
1.4462500000e+01 2.4357632666e-01 1.6587926755e-03
1.4465625000e+01 2.4328034780e-01 1.6426763941e-03
1.4468750000e+01 2.4298885640e-01 1.6265431943e-03
1.4471875000e+01 2.4270195335e-01 1.6103934092e-03
1.4475000000e+01 2.4241971521e-01 1.5942273718e-03
1.4478125000e+01 2.4214219084e-01 1.5780454152e-03
1.4481250000e+01 2.4186939848e-01 1.5618478725e-03
1.4484375000e+01 2.4160132370e-01 1.5456350768e-03
1.4487500000e+01 2.4133791867e-01 1.5294073613e-03
1.4490625000e+01 2.4107910320e-01 1.5131650591e-03
1.4493750000e+01 2.4082476791e-01 1.4969085031e-03
1.4496875000e+01 2.4057477947e-01 1.4806380267e-03
1.4500000000e+01 2.4032898803e-01 1.4643539628e-03
1.4503125000e+01 2.4008723620e-01 1.4480566445e-03
1.4506250000e+01 2.3984936922e-01 1.4317464049e-03
1.4509375000e+01 2.3961524538e-01 1.4154235769e-03
1.4512500000e+01 2.3938474598e-01 1.3990884936e-03
1.4515625000e+01 2.3915778402e-01 1.3827414879e-03
1.4518750000e+01 2.3893431087e-01 1.3663828927e-03
1.4521875000e+01 2.3871432046e-01 1.3500130409e-03
1.4525000000e+01 2.3849785069e-01 1.3336322652e-03
1.4528125000e+01 2.3828498195e-01 1.3172408985e-03
1.4531250000e+01 2.3807583299e-01 1.3008392733e-03
1.4534375000e+01 2.3787055439e-01 1.2844277223e-03
1.4537500000e+01 2.3766932011e-01 1.2680065782e-03
1.4540625000e+01 2.3747231773e-01 1.2515761735e-03
1.4543750000e+01 2.3727973800e-01 1.2351368405e-03
1.4546875000e+01 2.3709176417e-01 1.2186889118e-03
1.4550000000e+01 2.3690856200e-01 1.2022327197e-03
1.4553125000e+01 2.3673027072e-01 1.1857685965e-03
1.4556250000e+01 2.3655699565e-01 1.1692968746e-03
1.4559375000e+01 2.3638880288e-01 1.1528178860e-03
1.4562500000e+01 2.3622571630e-01 1.1363319631e-03
1.4565625000e+01 2.3606771728e-01 1.1198394379e-03
1.4568750000e+01 2.3591474699e-01 1.1033406426e-03
1.4571875000e+01 2.3576671133e-01 1.0868359092e-03
1.4575000000e+01 2.3562348811e-01 1.0703255698e-03
1.4578125000e+01 2.3548493613e-01 1.0538099565e-03
1.4581250000e+01 2.3535090542e-01 1.0372894012e-03
1.4584375000e+01 2.3522124790e-01 1.0207642361e-03
1.4587500000e+01 2.3509582762e-01 1.0042347930e-03
