Iter, Rerror, Perror
1 3.42627669249356403e-03 5.53776717042724857e-03
2 4.53873859951658368e-04 9.48432140846029205e-04
3 3.17373776896032775e-05 8.04222757530354335e-05
4 1.51232690593402258e-06 4.28696827283266292e-06
5 5.66699429871161414e-08 1.73230820620526021e-07
6 1.79465100831614705e-09 5.79122464614330929e-09
7 4.73315014424944269e-11 1.64073575067433868e-10
8 9.79656309900307024e-13 3.67557607765951990e-12
