Iter, Rerror, Perror
1 3.95945956246101377e-03 8.46348353706528542e-03
2 5.78859869323593182e-04 1.44336515972647082e-03
3 4.43345974651802277e-05 1.27382621067523115e-04
4 2.27417955142900208e-06 7.17973710409895798e-06
5 9.00787698649420739e-08 3.01832439276879351e-07
6 3.03472048000898784e-09 1.06972141384051490e-08
7 8.57534354195987654e-11 3.15582091698557138e-10
8 1.98967549974770091e-12 7.74869407159680822e-12
