Iter, Rerror, Perror
1 1.68101151452689076e-03 2.10637046972630190e-03
2 1.20214278735219216e-04 2.59223677126086424e-04
3 4.89589838813175733e-06 1.31867532662061096e-05
4 1.50187753398219198e-07 4.47856991154528434e-07
5 3.65294430416415265e-09 1.19996127532921901e-08
6 6.61817529497081895e-11 2.36427135166394190e-10
7 8.93351142753715861e-13 3.45027760499303499e-12
