Iter, Rerror, Perror
1 3.97014402274469946e-03 2.49019375232709256e-02
2 6.05202822930923489e-04 3.08178769684806569e-03
3 9.41560984144453598e-05 4.43311634925616963e-04
4 1.07651004032385672e-05 5.79245063038396160e-05
5 8.78994083252517462e-07 5.56482129516751550e-06
6 8.50652144852058664e-08 7.45546330921955689e-07
7 6.40033554975013073e-09 5.64584243267239983e-08
8 7.10306021988331420e-10 7.89581771811405086e-09
9 3.93813983244817350e-11 4.28713576792706938e-10
10 3.64639361939636172e-12 4.75121216219543131e-11
11 4.07829021742197378e-17 3.69413572563476895e-16
