Iter, Rerror, Perror
1 5.50417218577814969e-03 3.35917216273312752e-02
2 9.97557131209099836e-04 5.16058269883115824e-03
3 1.87593352705121922e-04 8.82143724050110721e-04
4 2.77820615719339283e-05 1.28940020711552043e-04
5 3.69571388744727121e-06 2.29036149835530390e-05
6 4.39171612888846575e-07 3.00164560554911191e-06
7 6.71011010587831557e-08 6.38420342947100247e-07
8 6.09428819353807818e-09 5.30183727420788862e-08
9 9.94877784966110347e-10 1.03476771237674061e-08
10 6.01189306027100680e-11 5.67287058173054515e-10
11 8.78595117554427597e-12 9.66233392717843363e-11
12 2.84269456558557704e-13 3.00043393739598065e-12
