Iter, Rerror, Perror
1 5.30856218123202956e-03 2.83405728530585176e-02
2 9.07296675353699541e-04 3.82304310961228315e-03
3 1.58911057234937002e-04 5.76830033149761871e-04
4 2.15371804236114833e-05 9.18246192697332649e-05
5 2.33442522277424895e-06 1.24002769136478634e-05
6 2.96895682420896467e-07 2.48643675116213019e-06
7 2.61075676234269782e-08 2.33857657602774773e-07
8 4.27377888844448926e-09 4.36707109474508683e-08
9 2.66617536582951328e-10 2.66734989963441788e-09
10 4.06430918168080411e-11 4.42697022420950385e-10
11 1.42066738438769230e-12 1.61077181919475075e-11
12 1.77717475231914686e-13 2.03921660643700959e-12
