Iter, Rerror, Perror
1 1.14249033537888248e-01 6.76581438600423413e-01
2 3.90203871323542770e-02 2.65694646877111473e-01
3 1.20724793739866582e-02 8.36847096095544862e-02
4 7.35504057690656958e-03 5.25126621760486911e-02
5 4.42451131655452815e-03 4.69548481919869823e-02
6 3.14330100691109175e-03 6.11291957395280264e-02
7 2.85912615485133491e-03 7.34576436775161573e-02
8 2.27210604933674332e-03 7.12855784079935717e-02
9 1.43896851670791679e-03 5.59371555951086452e-02
10 7.44761543779974100e-04 3.33002913183168617e-02
11 3.19606635192071524e-04 1.53958939770322337e-02
12 1.06319857326037903e-04 5.21926000225763839e-03
13 2.75833026380876521e-05 1.22035534680553872e-03
14 3.83022577594743111e-06 1.75091664139741000e-04
15 2.76222072416539007e-07 1.16940990874796681e-05
16 4.95134779082745966e-17 4.15345168948324628e-16
