Iter, Rerror, Perror
1 9.08879954534647511e-02 5.50016040745711088e-01
2 2.00036178683487623e-02 1.41742388547769882e-01
3 9.13299968117491437e-03 5.79596349074394737e-02
4 5.63123925069325057e-03 5.56084053299426700e-02
5 3.67289224317878318e-03 7.82868551038648219e-02
6 2.57074414147412519e-03 8.74158969568833155e-02
7 2.02968520586969351e-03 7.37302287094481063e-02
8 1.29416553741275092e-03 4.69187604632507263e-02
9 5.97437106458515864e-04 2.20843740364957443e-02
10 1.62023921314123994e-04 6.44580963134237187e-03
11 2.96403002570862984e-05 1.18831535338775104e-03
12 2.54466711979968403e-06 9.97218547115542343e-05
13 4.98308918764088689e-17 4.16545668392503448e-16
