Iter, Rerror, Perror
1 7.43558211789632356e-02 4.90891181064103677e-01
2 1.13531486810285465e-02 8.78557452508047371e-02
3 8.25358992622523754e-03 7.92357540615311884e-02
4 4.99744589935236308e-03 9.39595038857665016e-02
5 3.02074368092096002e-03 1.01500914557515087e-01
6 1.96756268566358793e-03 8.35926261991211256e-02
7 1.20272766184775651e-03 4.83225927984607256e-02
8 4.78018899919876821e-04 1.80427615396378284e-02
9 1.93359867470623291e-04 7.86102830319009883e-03
10 1.11412147802240766e-05 4.02023828172018102e-04
11 5.31422588501513023e-17 4.69133611309150894e-16
