0.0000000000e+00 1.0743836156e+01 5.1402321765e-02
5.0000000000e-02 1.0709170810e+01 5.1322559268e-02
1.0000000000e-01 1.0608151234e+01 5.1082147244e-02
1.5000000000e-01 1.0442572263e+01 5.0682110694e-02
2.0000000000e-01 1.0214697101e+01 5.0124177275e-02
2.5000000000e-01 9.9273822152e+00 4.9410768355e-02
3.0000000000e-01 9.5848548560e+00 4.8544986907e-02
3.5000000000e-01 9.1925341492e+00 4.7530602081e-02
4.0000000000e-01 8.7561068088e+00 4.6372030753e-02
4.5000000000e-01 8.2812361290e+00 4.5074316133e-02
5.0000000000e-01 7.7736918255e+00 4.3643103307e-02
5.5000000000e-01 7.2399458681e+00 4.2084611954e-02
6.0000000000e-01 6.6873438845e+00 4.0405605962e-02
6.5000000000e-01 6.1234181316e+00 3.8613360467e-02
7.0000000000e-01 5.5551014706e+00 3.6715626598e-02
7.5000000000e-01 4.9888228170e+00 3.4720593252e-02
8.0000000000e-01 4.4311106492e+00 3.2636846537e-02
8.5000000000e-01 3.8886182900e+00 3.0473328098e-02
9.0000000000e-01 3.3677512502e+00 2.8239292501e-02
9.5000000000e-01 2.8743176752e+00 2.5944263323e-02
1.0000000000e+00 2.4133574550e+00 2.3597987483e-02
1.0500000000e+00 1.9892308567e+00 2.1210388089e-02
1.1000000000e+00 1.6057478059e+00 1.8791516412e-02
1.1500000000e+00 1.2659262972e+00 1.6351503723e-02
1.2000000000e+00 9.7182444052e-01 1.3900513581e-02
