Iter, Rerror, Perror
1 6.87821520575536277e-02 4.24537616527850437e-01
2 9.06535917912053811e-03 6.58766562358360924e-02
3 8.03665519149186942e-03 9.38166333528738378e-02
4 4.55626171987951432e-03 1.02592099832490902e-01
5 2.66257055905080777e-03 9.40713504807499379e-02
6 1.54230523913756663e-03 6.25173819495312144e-02
7 6.53674185083924129e-04 2.68647148321239614e-02
8 1.58669940788004745e-04 6.69983755275350631e-03
9 1.84238634028975270e-05 7.38354135691186787e-04
10 4.17407728749075543e-17 3.32105058524205762e-16
