Iter, Rerror, Perror
1 1.18857708974369508e-01 7.03007546907408298e-01
2 4.43383791206515623e-02 3.00334592875960371e-01
3 1.30596251207503924e-02 9.34156861291163126e-02
4 7.72545850150991621e-03 5.70068459337041977e-02
5 4.73487817307714949e-03 4.93289074036675074e-02
6 3.49917859472709258e-03 6.23968246282164962e-02
7 3.13175474389933064e-03 7.36540202031886609e-02
8 2.42443392933838200e-03 7.15666627787630988e-02
9 1.56721159783699149e-03 5.64409421322257659e-02
10 8.29891634840493786e-04 3.50416679759639402e-02
11 3.83300653581269881e-04 1.80709920696505988e-02
12 1.13758751732017649e-04 5.70059221524146700e-03
13 2.67194447264879657e-05 1.33540000996166890e-03
14 3.99478308417395633e-06 1.90336118589138443e-04
15 2.83930815229686398e-07 1.24760608915479367e-05
16 4.09840385739053127e-17 3.43058663497473438e-16
