Iter, Rerror, Perror
1 2.59171291266481300e-04 2.47793470382475173e-03
2 6.61237847530173892e-06 4.70470116892038773e-05
3 1.05893229505521708e-07 6.94672223119125261e-07
4 4.87426636838509800e-17 3.78399846004284495e-16
