Iter, Rerror, Perror
1 3.53498634886017778e-04 3.66120189912421453e-03
2 1.20690879929802313e-05 9.21778743382824613e-05
3 2.49525287942984404e-07 1.85708542023976477e-06
4 2.81021539847940590e-09 2.39472817516496089e-08
5 5.10749561892552928e-17 4.86751094058336216e-16
