Iter, Rerror, Perror
1 1.48357687681535504e-03 9.04595143656950276e-03
2 1.63822640160905776e-04 7.17434232247452040e-04
3 1.55298133501325686e-05 6.06476253943864619e-05
4 1.06383312291540858e-06 4.46499045209456288e-06
5 5.88018912932748292e-08 2.75344944817371353e-07
6 2.30551669119136844e-09 1.11778154646614496e-08
7 4.79599436207268473e-17 4.21308309325009535e-16
