Iter, Rerror, Perror
1 4.03420209616209627e-03 3.92472492170393289e-03
2 6.22196614280075364e-04 9.88851106473244944e-04
3 5.03392825409480356e-05 1.09476100224412313e-04
4 2.46959904577652790e-06 6.52932280278015612e-06
5 8.25241509936347692e-08 2.49605036421867104e-07
6 1.37280149106757302e-09 5.76232483714387776e-09
