Iter, Rerror, Perror
1 8.87259987967495408e-04 1.70289881674900653e-03
2 3.23940372504320228e-05 1.03147658186180383e-04
3 5.04874758628900412e-07 1.99638270998310828e-06
4 3.54950859858562915e-09 1.57078294131226606e-08
