Iter, Rerror, Perror
1 1.29130317936960753e-01 7.22244507505966804e-01
2 5.75015707128717496e-02 3.71797761200664434e-01
3 1.63081115833790431e-02 1.05914697741775005e-01
4 1.86065481214218002e-02 1.22239335913584338e-01
5 1.07233325690134079e-02 6.72991961119464993e-02
6 6.86892129531352716e-03 5.74886260158718812e-02
7 4.46643368362810260e-03 6.17131910186358226e-02
8 2.87774411259679843e-03 7.13994445814763318e-02
9 2.72900842255136954e-03 6.61863149972435477e-02
10 1.56063746024857658e-03 3.63868663196799044e-02
11 3.95043478065665971e-04 8.48608888180192415e-03
12 4.96905862866818031e-17 4.19468825758126495e-16
