Iter, Rerror, Perror
1 1.06763369131077215e-01 5.89297111753453673e-01
2 3.72777472227606432e-02 2.33308905180747317e-01
3 1.25911322635375925e-02 8.29933436586923062e-02
4 1.52574703962929555e-02 1.06161466747838468e-01
5 7.77213546613532424e-03 6.26860903998417429e-02
6 4.93230080326178665e-03 6.43446129457477672e-02
7 2.94416667466096188e-03 7.09648278952411671e-02
8 1.73457240960640563e-03 4.59303066052385092e-02
9 5.53803414195191339e-04 1.28578094588930048e-02
10 4.84343683976636163e-17 3.80395463373773013e-16
