Iter, Rerror, Perror
1 1.46618625528201540e-01 7.89418603700135613e-01
2 7.74742491861366428e-02 4.67597412103920973e-01
3 2.48055091493681462e-02 1.71718593829955940e-01
4 2.01704698623661124e-02 1.34163301343662167e-01
5 1.32367658820259429e-02 8.79245819678507456e-02
6 7.61964549633289533e-03 5.17176925262693640e-02
7 5.49722657975493592e-03 4.23428017128529913e-02
8 3.41197304551935088e-03 4.53559947532623589e-02
9 3.75600331498261806e-03 5.56491062483863222e-02
10 3.14718665369611780e-03 5.76289063417009320e-02
11 2.04303475784097053e-03 4.24327931174161774e-02
12 9.09853426367023357e-04 1.88180420940384577e-02
13 1.89968754591838228e-04 3.86793373527477948e-03
14 5.11545532156223591e-17 4.06268793412020299e-16
