Iter, Rerror, Perror
1 1.18651682692159019e-01 6.90168059866626882e-01
2 4.70418554982050055e-02 3.08828484007609538e-01
3 1.36022165710692044e-02 8.88720958658762161e-02
4 1.69801913834849473e-02 1.15503249485590459e-01
5 9.04724624413745689e-03 6.47552100821550264e-02
6 5.96984959701095039e-03 6.05076603874559818e-02
7 3.45700852732130307e-03 6.74561721268060327e-02
8 2.41908061669809764e-03 6.76767827234905223e-02
9 1.73711139481315239e-03 4.05072412061100798e-02
10 4.78286861048176682e-04 1.02038302591801987e-02
11 4.96670792558165436e-17 4.10695402836418792e-16
