Iter, Rerror, Perror
1 2.76752191755711870e-02 2.92301433603423311e-01
2 6.85572848032425103e-03 1.80968747936261165e-01
3 3.01498931605439320e-03 1.01972310775712477e-01
4 1.25877278580248646e-03 4.10390434636267246e-02
5 6.71370218999755414e-04 1.32165016227041767e-02
6 8.24039198086493215e-05 2.65890465045027103e-03
7 1.56427423378213271e-05 4.00296572807315215e-04
8 1.05447114134405150e-06 4.59851391657660838e-05
9 8.60157193144490906e-08 3.74559084419997517e-06
10 4.75758552091924189e-09 2.06495675259194131e-07
11 1.62284706017571019e-10 6.94879180715773664e-09
12 2.58320472159426279e-12 1.07713399872548961e-10
13 5.37254658945093082e-17 4.67868877999058606e-16
