Iter, Rerror, Perror
1 2.41165060878903229e-02 2.96206615130126916e-01
2 6.80062979142605911e-03 1.99314203220116476e-01
3 2.82730247713014167e-03 1.00697234827586454e-01
4 9.14103100849769819e-04 3.56043876005114057e-02
5 3.06553293755824452e-04 9.06768578044434524e-03
6 9.13241714690597441e-05 1.68680064198303966e-03
7 5.66422167644622985e-06 2.81019511879188532e-04
8 4.56022020861899750e-07 1.99688163127910000e-05
9 2.76604566223463579e-08 1.21653163446367632e-06
10 1.03381333183492764e-09 4.49489719096897363e-08
11 1.78476359224851090e-11 7.59312787190099055e-10
12 5.54965522646682600e-17 5.28494377812605299e-16
