Iter, Rerror, Perror
1 5.17831998334978075e-03 8.09545820119059872e-03
2 9.54504374346720297e-04 2.23889039987099515e-03
3 9.10043415276863245e-05 2.74451387330999189e-04
4 5.36621957738819577e-06 1.85595182995937035e-05
5 2.12390580916687111e-07 8.07304225170531829e-07
6 5.94119154569746297e-09 2.44352596711545363e-08
7 9.79217799553777375e-18 4.34667798103268519e-17
