Iter, Rerror, Perror
1 3.39347578030720553e-03 5.91457434070761894e-03
2 4.40283053679839300e-04 1.20104500493388466e-03
3 2.81215833011209026e-05 9.52150343604900822e-05
4 1.10606203040455882e-06 4.28393166675872221e-06
5 2.60865509061765855e-08 1.11463793222201586e-07
6 2.86133266779745355e-10 1.30410609478267984e-09
